ID;Name;Birthday;Films
71;Mark Ruffalo;1967-11-22;[[10096, Matt Flamhaff], [1717, Adam Stanton], [99861, Bruce Banner / Hulk], [198277, Dan Mulligan], [8338, Doctor], [1538, Detective Fanning], [38, Stan Fink], [10944, Detective Malloy], [9007, David Abbott], [44754, Jason Berstone], [20, Lee], [75656, Dylan Rhodes], [291805, Dylan Rhodes], [22267, Alf Bowden], [16155, Frank], [11324, Chuck Aule], [314365, Michael Rezendes], [24428, Bruce Banner / The Hulk], [21755, Stephen], [39781, Paul], [55180, Brent Benedict], [2100, Yates], [16523, ""Connie's boyfriend""], [12100, Pappas], [14295, Terry Prescott], [1949, Dave Toschi]]
72;Chris Evans;1981-06-13;[[99861, Steve Rogers / Captain America], [271110, Steve Rogers / Captain America], [1771, Steve Rogers / Captain America], [100402, Steve Rogers / Captain America], [9759, Ryan Hewitt], [1979, Johnny Storm / Human Torch], [7515, Syd], [11397, Jake Wyler], [22538, Lucas Lee], [110415, Curtis Everett], [1266, Detective Paul Diskant], [1272, James Mace], [1273, Casey Jones (voice)], [24428, Steve Rogers / Captain America], [68812, Robert Pronge], [34813, Jake Jensen], [63492, Colin Shea]]
73;Scarlett Johansson;1984-11-22;[[99861, Natasha Romanoff / Black Widow], [271110, Natasha Romanoff / Black Widow], [100402, Natasha Romanoff / Black Widow], [138697, Barbara Sugarman], [8869, Ashley Parker], [1548, Rebecca], [3635, Griet], [270487, DeeAnna Moran], [10184, Anna Marks], [152601, Samantha (voice)], [1901, Alex Foreman], [10138, Natalie Rushman / Natasha Romanoff / Black Widow], [153, Charlotte], [240832, Lucy Miller], [116, Nola Rice], [512, Sondra Pransky], [24428, Natasha Romanoff / Black Widow], [9676, Kay Lake], [547, Grace MacLean], [1635, Jordan Two Delta / Sarah Jordan], [278927, Kaa (voice)], [12184, Mary Boleyn], [1124, Olivia Wenscombe], [8285, Silken Floss], [11836, Mindy (voice)], [97370, Laura], [5038, Cristina], [74465, Kelly Foster]]
74;Jeremy Renner;1971-01-07;[[1562, Sergeant Doyle], [168672, Carmine Polito], [99861, Clint Barton / Hawkeye], [271110, Clint Barton / Hawkeye], [60304, Hansel], [245916, Gary Webb], [56292, Brandt], [177677, William Brandt], [9701, Bobby Sharp], [9257, Brian Gamble], [4512, Wood Hite], [24428, Clint Barton / Hawkeye], [49040, Aaron Cross], [12162, Sgt. William James], [152599, Orlando the Magician], [23168, James Coughlin]]
75;James Spader;1960-02-07;[[99861, Ultron (voice)], [61337, Dr. Werner Ernst], [72976, WN Bilbo], [11013, E. Edward Grey], [1412, Graham Dalton], [25132, Mr. Black], [10384, Nick Vanzant], [10685, FBI Special Agent Joel Campbell], [10673, Roger Barnes], [10395, Stewart Swinton]]
76;Samuel L. Jackson;1970-01-01;[[3021, Gerald Olin], [1645, Carl Lee Hailey], [16577, Zog (voice)], [99861, Nick Fury], [10782, West], [7874, Lazarus], [1771, Director Nick Fury], [100402, Nick Fury], [1537, Doyle Gipson], [7214, Ken Carter], [8914, Russell Franklin], [1572, Zeus Carver], [68718, Stephen], [45153, Louis Batiste], [12486, Narrator (voice)], [10138, Director Nick Fury], [184, Ordell Robbie], [45145, B-Bop], [8247, Roland], [329, Arnold], [393, Rufus], [6071, Calvin Hart], [13279, Abel Turner], [9516, Tat Lawson], [41823, Madlock], [37080, Paul], [9644, Sgt. Wes Luger], [9869, Lt. Cmdr. Robby Jackson], [680, Jules Winfield], [13074, Champ], [97020, Pat Novak], [9257, ""Sgt. Dan 'Hondo' Harrelson""], [36739, Leeds], [12150, Black Guy], [479, John Shaft], [326, Neville Flynn], [14655, Louis Hinds], [10153, Dr. Harry Adams], [1894, Mace Windu], [1895, Mace Windu], [1613, Elmo McElroy], [25208, Romulus], [273248, Major Marquis Warren], [9806, Lucius Best / Frozone (voice)], [258489, George Washington Williams], [11412, Mitch Henessey], [9074, Derrick Vann], [9631, Lt. Danny Roman], [27581, P.K. Highsmith], [8285, Octopuss], [27845, Wendell], [319, Big Don], [77950, Whiplash (voice)], [9741, Elijah Price], [133931, Tendai (voice)], [7451, Agent Augustus Gibbons], [11679, Agent Augustus Gibbons]]
77;Don Cheadle;1964-11-29;[[99861, James Rhodes / War Machine], [4995, Buck Swope], [26390, Tango], [9452, L.D.], [271110, Lieutenant James Rhodes / War Machine], [1640, Det. Graham Waters], [87502, Hugh Lang], [205, Paul Rusesabagina], [15189, Bernie], [10138, Lt. Col. James ""Rhodey"" Rhodes / War Machine], [68721, Colonel James "" Rhodey"" Rhodes], [2067, Luke Graham], [298, Basher Tarr], [163, Basher Tarr], [1389, Maurice Miller], [2355, Alan Johnson], [5175, Kenny], [9705, Agent J.T. Roberts], [5994, Cash], [67913, FBI agent Wendell Everett], [1900, Montel Gordon], [10357, Emmit Reese]]
78;Aaron Taylor-Johnson;1990-06-13;[[73873, Joe Mackins], [96724, Alexei Vronsky], [99861, Pietro Maximoff / Quicksilver], [23483, Dave Lizewski / Kick-Ass], [59859, Dave Lizewski / Kick-Ass], [33511, John Lennon], [82525, Ben], [6038, Charlie Chaplin], [32395, Bennett Brewer], [1491, Young Eisenheim]]
79;Daniel Radcliffe;1989-07-23;[[672, Harry Potter], [674, Harry Potter], [767, Harry Potter], [675, Harry Potter], [671, Harry Potter], [673, Harry Potter], [291805, Walter], [2575, Mark Pendel], [65086, Arthur Kipps], [228066, Igor]]
80;Rupert Grint;1988-08-24;[[11404, Ben Marshall], [672, Ron Weasley], [674, Ron Weasley], [767, Ron Weasley], [675, Ron Weasley], [671, Ron Weasley], [673, Ron Weasley], [44147, Tony]]
81;Emma Watson;1990-04-15;[[672, Hermione Granger], [674, Hermione Granger], [767, Hermione Granger], [675, Hermione Granger], [671, Hermione Granger], [673, Hermione Granger], [75900, Lucy], [86834, Ila], [241257, Angela Gray], [84892, Sam], [10199, Princess Pea (voice)], [109414, Emma Watson]]
82;Tom Felton;1987-09-22;[[1439, Louis Leonowens], [672, Draco Malfoy], [767, Draco Malfoy], [675, Draco Malfoy], [671, Draco Malfoy], [673, Draco Malfoy], [61791, Dodge Landon], [335778, Lucius], [79694, Patrick], [9449, Peagreen Clock]]
83;Michael Gambon;1940-10-19;[[18701, Jimmie Langton], [183894, Mr. Woodhouse], [10315, Franklin Bean (voice)], [5279, William McCordle], [674, Albus Dumbledore], [767, Albus Dumbledore], [675, Albus Dumbledore], [673, Albus Dumbledore], [10034, Kerrigan], [4836, Eddie Temple], [9095, Marys Vater], [2055, Denton Baxter], [116149, Uncle Pastuzo (voice)], [121826, Cedric Livingston], [153397, Baron Mansfield / Lucas Romer], [5137, Paley], [20504, George], [13501, Alan Weigert], [45269, King George V], [421, Oseary Drakoulias]]
84;Jim Broadbent;1949-05-24;[[44009, Tom], [10204, Lord Kelvin], [51052, Santa (voice)], [634, ""Bridget's Dad""], [9801, ""Bridget's Dad""], [167073, Father Flood], [11382, Warner Purcell], [83542, Captain Molyneux / Vyvyan Ayrs / Timothy Cavendish / Korean Musician / Prescient 2], [319888, BBC Commentator], [3131, William Tweed], [767, Horace Slughorn], [4638, Inspector Frank Butterman], [217, Dean Charles Stanforth], [2309, Fenoglio], [11889, John Bayley], [8545, Mr. Boo], [824, Harold Zidler], [29339, Mr. Wackford Squeers], [116149, Mr. Gruber], [41009, Jim McCrea], [31174, The Duke of Buckingham], [9311, Dr. Lagermann], [9449, Pod Clock], [411, Professor Kirke], [11386, Col], [21641, Sam Longson], [71688, Denis Thatcher], [258489, Prime Minister], [18320, King William], [46435, W. S. Gilbert], [14175, Sergeant (voice)], [11632, Mr. Osborne], [45791, Arthur  Morrison]]
85;Helena Bonham Carter;1966-05-26;[[11257, Lucy Honeychurch], [241259, Red Queen], [12155, The Red Queen], [587, Younger & Older Jenny/The Witch], [118, Mrs. Bucket], [150689, Fairy Godmother], [15624, Woman], [3933, Corpse Bride (voice)], [62213, Dr. Julia Hoffman], [550, Marla Singer], [767, Bellatrix Lestrange], [675, Bellatrix Lestrange], [8293, Helen Schlegel], [82695, Madame Thnardier], [20794, Susan], [869, Ari], [534, Serena], [533, Lady Campanula Tottington], [24985, Dinah], [45269, Queen Elizabeth], [57201, Red Harrington], [157841, Dr. Clair]]
86;Robbie Coltrane;1950-03-30;[[62177, Lord Dingwall (voice)], [768, Sergeant Peter Godley], [710, Valentin Dmitrovich Zukovsky], [672, Rubeus Hagrid], [674, Rubeus Hagrid], [767, Rubeus Hagrid], [675, Rubeus Hagrid], [671, Rubeus Hagrid], [673, Rubeus Hagrid], [10207, Charlie Toschi], [9978, Prime Minister], [34723, The Duke], [21755, Curator], [10199, Gregory (voice)], [36643, Valentin Zukovsky]]
87;Maggie Smith;1970-01-01;[[11257, Charlotte Bartlett], [2977, Lady Gresham], [9583, Caro Eliza Bennett], [5279, Constance Trentham], [672, Minerva McGonagall], [767, Minerva McGonagall], [675, Minerva McGonagall], [671, Minerva McGonagall], [879, Granny Wendy], [35019, Agatha Rose Doherty], [121826, Jean Horton], [31174, Duchess of York], [10368, Lady Hester Random], [74534, Muriel Donnelly], [2925, Gunilla Garson Goldberg], [268238, Muriel Donnelly]]
88;Alan Rickman;1946-02-21;[[241259, Blue Caterpillar (voice)], [13996, Steven Spurrier], [562, Hans Gruber], [1832, Metatron], [926, Alexander Dane], [672, Severus Snape], [674, Severus Snape], [767, Severus Snape], [675, Severus Snape], [671, Severus Snape], [673, Severus Snape], [1770, Eamon de Valera], [9588, Elliott Marston], [8367, Sheriff von Nottingham], [4584, Col. Christopher Brandon]]
89;Ben Affleck;1972-08-15;[[15256, Bartender], [68734, Tony Mendez], [95, A.J. Frost], [209112, Bruce Wayne / Batman], [14181, Jim Young], [1537, Gavin Banek], [2255, Holden McNeil], [2295, Gawking Guy], [1832, Bartleby], [12569, Dean], [1777, himself (archive footage)], [8046, Larry Gigli], [210577, Nick Dunne], [489, Chuckie Sullivan], [10184, Neil], [2294, Holden McNeil/Himself], [9541, Ollie Trinke], [2293, Shannon Hamilton], [9620, Jennings], [676, Capt. Rafe McCawley], [2155, Rudy Duncan], [146238, Ivan Block], [1934, Ned Alleyn], [7516, Jack Dupree], [16995, Stephen Collins], [4614, Jack Ryan], [23168, Doug MacRay]]
90;Henry Cavill;1983-05-05;[[209112, Clark Kent / Superman], [37958, Theseus], [49521, Clark Kent / Kal-El], [77948, Will Shaw], [11362, Albert Mondego], [203801, Napoleon Solo]]
91;Gal Gadot;1985-04-30;[[209112, Diana Prince / Wonder Woman], [302156, Jill Pope], [51497, Gisele Yashar], [146198, Elena Vlaslov]]
92;Amy Adams;1974-08-20;[[168672, Sydney Prosser], [209112, Lois Lane], [87093, Margaret Keane], [640, Brenda Strong], [6538, Bonnie Bach], [14359, Sister James], [10490, Leslie Miller], [4523, Giselle], [152601, Amy], [24803, Julie Powell], [25195, Anna Brady], [49521, Lois Lane], [18360, Amelia Earhart], [83770, Jane / Joan Vollmer], [27723, Marvel Ann], [12771, Kate], [13090, Rose Lorkowski], [9718, Susan], [45317, Charlene Fleming], [68722, Peggy Dodd], [64328, Mary], [21801, Doreen], [6961, Amy Ellis], [87825, Mickey Lobel]]
93;Jesse Eisenberg;1983-10-05;[[62206, Nick], [16614, James Brennan], [209112, Lex Luthor], [10012, Jimmy], [75656, J. Daniel Atlas], [291805, J. Daniel Atlas], [46195, Blu (voice)], [172385, Blu (voice)], [36691, Cheston], [17187, Louis Masoudi], [5353, Benjamin], [43653, Mills], [37799, Mark Zuckerberg], [10707, Walt Berkman], [81836, Tyson], [19908, Columbus]]
94;Diane Lane;1965-01-22;[[28029, Pearl Kantrowitz], [209112, Martha Kent], [20857, Elizabeth Wilkes], [150540, Mom (voice)], [8247, Mary Rice], [49521, Martha Kent], [11648, Sarah Nolan], [17908, Ellen Morris], [39486, Penny Chenery], [2148, Vera Cicero], [2176, Erin Glass], [227, ""Sherri 'Cherry' Valance""], [2133, Christina "" Chris "" Cotter], [10934, Frances], [2251, Constance ""Connie"" Sumner], [8090, Agent Jennifer Marsh]]
95;Jeremy Irons;1948-09-19;[[12690, Randall Bragg], [209112, Alfred Pennyworth], [109491, Macon Ravenwood], [18701, Michael Gosselyn], [1572, Simon Peter Gruber], [2486, Brom], [1495, Tiberias], [50839, John Tuld], [323677, Avery Brundage], [8587, Scar (voice)], [9313, Aramis], [11162, Antonio], [2135, ber-Morlock], [83686, The Old Man]]
96;Laurence Fishburne;1961-07-30;[[8065, Cole Williams], [10072, Max], [13751, Dr. Larabee], [28, ""Tyrone 'Clean' Miller""], [4597, Baines], [8978, Marion Bishop], [209112, Perry White], [310706, Jack], [650, ""Jason 'Furious' Styles""], [39538, Dr. Ellis Cheever], [8413, Captain Miller], [1979, Norrin Radd / Silver Surfer (voice)], [18550, Piper], [172391, Seko (voice)], [49521, Perry White], [24977, Narrator (voice)], [322, Sergeant Whitey Powers], [12610, Thrax (voice)], [34851, Noland], [168530, Omar], [244403, Del], [36739, Dap], [1273, Narrator (voice)], [10425, Tad Gruzsa], [603, Morpheus], [604, Morpheus], [605, Morpheus], [242095, Dr. Wallace Damon], [15765, Ike Turner]]
97;Holly Hunter;1958-03-20;[[209112, Senator Finch], [1710, M.J. Monahan], [9089, Claudia Larson], [25636, Mira], [14846, Barb], [46889, Judith Moore], [134, Penny Wharvey-McGill], [37233, Tammy Hemphill], [9806, Helen Parr / Elastigirl (voice)], [713, Ada McGrath], [11023, ""Melanie 'Mel' Freeland""]]
98;Scoot McNairy;1970-01-01;[[76203, Brown], [68734, Joe Stafford], [209112, Wallace Keefe], [11451, Augie], [64689, Frankie], [43933, Andrew Kaulder], [225574, Tom Bowen], [10317, Buckley], [133694, Jeff Dennon]]
99;Brandon Routh;1979-10-09;[[43935, Dylan Dog], [22538, Todd Ingram], [1452, Superman / Clark Kent], [10358, Bobby Long]]
100;Kevin Spacey;1959-07-26;[[8065, Micky Rosa], [9487, Hopper (voice)], [1645, D.A. Rufus Buckley], [14, Lester Burnham], [6478, Bobby Darin], [45324, Jack Abramoff], [9504, John Williamson], [51540, Dave Harken], [227159, Dave Harken], [167, Prot], [2118, Det. Sgt. Jack Vincennes], [50839, Sam Rogers], [8197, James Williams], [17431, Robot Gerty (Voice)], [6950, Casey Schuler], [10647, Eugene Simonet], [807, John Doe], [1452, Lex Luthor], [11615, David Gale], [10313, Larry Hooper], [9631, Lt. Chris Sabian], [6440, Quoyle], [629, ""Roger 'Verbal' Kint""]]
101;Kate Bosworth;1983-01-02;[[8065, Jill Taylor], [343795, Eva Piper], [351043, Woman], [60422, Alice], [6478, Sandra Dee (Mrs Darin)], [84178, Sarah], [9266, Anne Marie Chadwick], [336004, Sydney], [204082, Cassie Bodine], [91070, Deena], [10637, Emma Hoyt], [284293, Anna], [64639, Amy Sumner], [1452, Lois Lane], [547, Judith], [1809, Kelly], [46528, Lynne], [13476, Rosalee Futch], [4997, Dawn Schiller]]
102;James Marsden;1973-09-18;[[13197, Tommy], [136400, Quince], [6557, Kevin Doyle], [316002, Scott], [109443, Jack Lime], [84174, Trevor Graham], [39691, Diggs (voice)], [9424, Steve Clark], [4523, Prince Edward], [18041, Derrick Webb], [2976, Corny Collins], [50359, Fred], [244316, Rowan], [84329, Hunter], [13523, Rex], [64639, David Sumner], [1452, Richard White], [239571, Dawson Cole], [22825, Arthur Lewis], [11036, Lon Hammond Jr.], [239573, Jim Spinch], [36657, Scott Summers / Cyclops], [36658, Scott Summers / Cyclops]]
103;Parker Posey;1968-11-08;[[13370, Sissy Knox], [549, Mary Boone], [13785, Meg Swan], [36648, Danica Talos], [55561, Margaret Burre], [14799, Callie Webb], [215211, Madge Tivey-Faucon], [19366, Fiona], [11141, Serena], [4234, Jennifer Jolie], [1452, Kitty Kowalski], [9030, Helen Wells], [14474, Priscilla Chase], [11812, Judy Webb], [16448, Libby Mae Brown], [9489, Patricia Eden]]
104;Frank Langella;1938-01-01;[[46503, Sanford Marks], [1408, Dawg], [200505, Harvey Molina], [11499, Richard Nixon], [215211, Father Francis Tucker], [24363, Reverend Duncan], [84329, Frank], [47890, Akmed Khazzan], [1452, Perry White], [1921, Edgar Price], [22825, Arlington Steward], [622, Boris Balkan], [48138, Rodney Cole], [33909, Lewis Zabel]]
105;Sam Huntington;1982-04-01;[[9781, ""Jeremiah 'Jam' Bruce""], [43935, Marcus], [9893, Ren Corky], [1452, Jimmy Olsen]]
106;Eva Marie Saint;1924-07-04;[[17880, Miss Franny], [21311, Franca], [1452, Martha Kent], [137321, Willa (Adult)]]
107;Marlon Brando;1924-04-03;[[702, Stanley Kowalski], [28, Colonel Walter E. Kurtz], [1909, Dr. Jack Mickler], [654, Terry Malloy], [1924, Jor-El], [1452, Jor-El], [238, Don Vito Corleone], [9306, Dr. Moreau], [11371, Max]]
108;Kal Penn;1977-04-23;[[8976, Jeeter], [55465, Kumar Patel], [32222, Ajay Pandya], [9760, Edward], [13335, Kumar Patel], [11282, Kumar Patel], [13411, Hadji Amerislani], [11452, Taj Mahal Badalandabad], [10214, Jorge], [1452, Stanford], [16727, Gogol/Nikhil], [206197, Gordy Gambhir]]
109;Olga Kurylenko;1979-11-14;[[23759, Etain], [1620, Nika Boronina], [13051, Natasha], [75612, Julia Rusakova Harper], [10764, Camille Montes], [86838, Angela], [254904, Alice Fournier], [256917, Ayshe]]
110;Mathieu Amalric;1965-10-25;[[612, Louis], [10764, Dominic Greene], [266034, Julien Gahyde], [2013, Jean-Dominique Bauby], [120467, Serge], [37842, Bernard de Bordeaux]]
111;Judi Dench;1934-12-09;[[11257, Eleanor Lavish, a novelist], [36557, M], [392, Armande Voizin], [36669, M], [24432, Narrator], [710, M], [10705, Mistress Quickly], [13700, Mrs. Caloway (voice)], [11889, Iris Murdoch], [88794, Anna Marie Hoover], [10773, Mrs. Laura Henderson], [75900, Sybil Thorndike], [10197, Lilli], [1259, Barbara Covett], [205220, Philomena], [4348, Lady Catherine de Bourg], [10764, M], [1934, Queen Elizabeth], [37724, M], [10368, Arabella], [74534, Evelyn Greenslade], [9026, Lady Bracknell], [268238, Evelyn Greenslade], [6440, Agnis Hamm], [714, M]]
112;Giancarlo Giannini;1942-08-01;[[36557, Ren Mathis], [11056, Albert Rua], [9509, Manzano], [10764, Ren Mathis]]
113;Gemma Arterton;1986-02-02;[[49953, Shelly (voice)], [18823, Io], [60304, Gretel], [9543, Tamina], [10764, Strawberry Fields], [13809, June], [146238, Rebecca Shafran], [10748, Kelly Jones], [18947, Desiree]]
114;Jeffrey Wright;1965-12-07;[[8489, Howard Bingham], [549, Jean Michel Basquiat], [98357, Carl Fairbanks], [14299, Muddy Waters], [36557, Felix Leiter], [61337, Bed Two], [10375, Jaworski], [64685, William Black], [47502, Young Man at Rolls], [9697, Mr. Dury], [10764, Felix Leiter], [22267, Daniel Holt], [479, Peoples Hernandez], [45612, Dr. Rutledge], [231, Bennett Holiday], [105864, Poppa (voice)], [101299, Beetee], [131634, Beetee], [10316, Senator Thompson], [4858, Dr. Galeano], [14462, CPL Al Melvin], [10523, Colin Powell]]
115;David Harbour;1974-04-10;[[169917, Ray], [261023, John Morris], [77016, Van Hauser], [10764, Gregg Beam], [4148, Shep Campbell], [156022, Masters]]
116;Jesper Christensen;1970-01-01;[[36557, Mr. White], [8883, Flames Vater], [62215, Little Father], [10764, Mr. White], [48289, Dieter Vogel], [179, Nils Lud]]
117;Anatole Taubman;1970-01-01;[[10764, Elvis]]
118;Jonathan Pryce;1947-06-01;[[68, Sam Lowry], [15237, Gabriel], [8818, Juan Pern], [9504, James Lingk], [4942, CC Frazier], [58, Governor Weatherby Swann], [22, Governor Weatherby Swann], [9389, Paul Dellenbach], [8195, ""Seamus O'Rourke""], [10307, Cardinal Daniel Houseman], [10436, Rivi?re], [4442, Delatombe], [714, Elliot Carver], [10735, Alistair Payne]]
119;Lee Arenberg;1962-07-18;[[58, Pintel], [22, Pintel]]
120;Mackenzie Crook;1971-09-29;[[38543, Marks], [58, Ragetti], [22, Ragetti], [17578, Ernie (voice)], [4442, Hidlick], [11162, Gobbo]]
121;Armie Hammer;1986-08-28;[[14012, Male Prefect], [88794, Clyde Tolson], [62764, Prince Andrew Alcott], [339408, Samuel Turner], [57201, John Reid / The Lone Ranger], [203801, Illya Kuryakin], [37799, Cameron Winklevoss / Tyler Winklevoss]]
122;William Fichtner;1956-11-27;[[8744, Law], [95, Colonel William Sharp, Shuttle Freedom Pilot], [855, Sfc. Jeff Sanderson], [9955, Darren MacElroy], [686, Kent Clark], [35056, DA Frank Crenshaw], [47327, Accountant], [25166, Phil Dearly], [68724, John Carlyle], [7299, Jrgen], [9430, Burke], [47933, General Adams], [98566, Eric Sacks], [13919, Mr. Bill Stiffle], [57201, Butch Cavendish], [2133, David "" Sully "" Sullivan], [9920, Garth], [14034, Detective Alex Tardio]]
