ID;Name;Birthday;Films
2023;Steve Buscemi;1957-12-13;[7301, 27845]
2024;Ham Tran;1970-01-01;[25784]
2025;Rich Cowan;1970-01-01;[52790]
2026;Boris Rodriguez;1970-01-01;[100275]
2027;Sadyk Sher-Niyaz;1970-01-01;[295914]
2028;Digby Cook;1970-01-01;[42033]
2029;Jonathan Kesselman;1970-01-01;[19187]
2030;Arjun Sablok;1970-01-01;[46415]
2031;Tyler Oliver;1970-01-01;[27588]
2032;Douglas Cheek;1970-01-01;[23730]
2033;Youssef Delara;1970-01-01;[84197]
2034;Deryck Broom;1970-01-01;[46256]
2035;Henry Hathaway;1970-01-01;[19997]
2036;Giovanni Zelko;1970-01-01;[357834]
2037;Claudia Sainte-Luce;1970-01-01;[215924]
2038;Jamie Babbit;1970-01-01;[20770, 9813]
2039;David Boyd;1970-01-01;[176124]
2040;Anna Muylaert;1970-01-01;[310569]
2041;Steve Taylor;1957-12-09;[98369]
2042;James David Pasternak;1970-01-01;[49951]
2043;Laurent Bouhnik;1970-01-01;[86331]
2044;Tom Sanchez;1970-01-01;[355629]
2045;David Caffrey;1970-01-01;[16433]
2046;Andrew Jacobson;1970-01-01;[15544]
2047;Justin Thomas Ostensen;1970-01-01;[107315]
2048;Ossie Davis;1917-12-18;[59917]
2049;Jay Alaimo;1970-01-01;[157422]
2050;Dylan Bank;1970-01-01;[310933]
2051;Rob McKittrick;1970-01-01;[7553]
2052;Jeff Burr;1970-01-01;[39895]
2053;Guy Maddin;1970-01-01;[55616]
2054;Regardt van den Bergh;1970-01-01;[29697]
2055;Panos Cosmatos;1970-01-01;[50037]
2056;Gareth Evans;1970-01-01;[94329]
2057;Edward Conna;1970-01-01;[53502]
2058;Joe Marino;1970-01-01;[202604]
2059;Joel Anderson;1970-01-01;[27374]
2060;Shimit Amin;1970-01-01;[26815]
2061;Douglas Trumbull;1970-01-01;[811]
2062;Mona Lerche;1970-01-01;[244776]
2063;Levan Gabriadze;1970-01-01;[277685]
2064;Bradley Parker;1970-01-01;[93856]
2065;Clive Barker;1952-10-05;[9003]
2066;Harold Cronk;1970-01-01;[347126]
2067;Takao Okawara;1970-01-01;[10643]
2068;Duncan Tucker;1970-01-01;[546]
2069;Russ Meyer;1970-01-01;[5722]
2070;Robert D. Webb;1970-01-01;[39833]
2071;Allan Dwan;1970-01-01;[18712]
2072;Andrew Steggall;1970-01-01;[361475]
2073;Ben Lewin;1970-01-01;[113947]
2074;Robert Kenner;1970-01-01;[18570]
2075;Jon Erwin;1970-01-01;[83860]
2076;Craig Johnson;1970-01-01;[244772]
2077;Sean Durkin;1970-01-01;[50837]
2078;Gillian Robespierre;1970-01-01;[248774]
2079;Courtney Hunt;1970-01-01;[10183]
2080;Morgan Neville;1970-01-01;[159014]
2081;Chris Paine;1970-01-01;[13508]
2082;Greg Berlanti;1972-05-24;[22597]
2083;Marc Levin;1970-01-01;[37532]
2084;Richard Dutcher;1970-01-01;[26791]
2085;Khalid Mohammed;1970-01-01;[56666]
2086;Gia Coppola;1970-01-01;[192132]
2087;Yaron Shani;1970-01-01;[24424]
2088;Goran Dukic;1970-01-01;[13198]
2089;Mike Cahill;1970-01-01;[55420, 244267]
2090;Efram Potelle;1970-01-01;[21413]
2091;Anonymous;1970-01-01;[123678]
2092;Alex Gibney;1970-01-01;[13362]
2093;John Dower;1970-01-01;[39183]
2094;Rohit Jagessar;1970-01-01;[62402]
2095;Anthony Powell;1970-01-01;[201132]
2096;Daniel Junge;1970-01-01;[251471]
2097;Johnny Remo;1970-01-01;[112456]
2098;Vivek Agnihotri;1970-01-01;[20296]
2099;Ti West;1970-01-01;[25983, 58428]
2100;Nick Tomnay;1970-01-01;[66195]
2101;Nickolas Perry;1970-01-01;[46727]
2102;Dan Zukovic;1970-01-01;[55180]
2103;Becky Smith;1970-01-01;[91122]
2104;Eric Nicholas;1970-01-01;[18206]
2105;Benjamin Dickinson;1970-01-01;[320146]
2106;Jeremy Passmore;1970-01-01;[13856]
2107;Frank Whaley;1963-07-20;[99826]
2108;Amat Escalante;1970-01-01;[186935]
2109;Katherine Brooks;1970-01-01;[19344]
2110;David Cross;1964-04-04;[242083]
2111;Jon Schroder;1970-01-01;[18869]
2112;Robert Bennett;1970-01-01;[26673]
2113;Mary Pat Kelly;1970-01-01;[37694]
2114;Lori Petty;1963-10-14;[63287]
2115;Charlie Levi;1970-01-01;[335874]
2116;Kevin Hamedani;1970-01-01;[34592]
2117;David DeCoteau;1970-01-01;[272724, 92635]
2118;Mikel Rueda;1970-01-01;[258755]
2119;Stefan C. Schaefer;1970-01-01;[96534]
2120;Michael Taliferro;1970-01-01;[21283]
2121;Katie Aselton;1978-10-01;[84178]
2122;Robert Heath;1970-01-01;[101179]
2123;D. Stevens;1970-01-01;[52462]
2124;Jeffrey St. Jules;1970-01-01;[269057]
2125;Robert Hall;1970-01-01;[287524]
2126;Kevin King;1970-01-01;[206213]
2127;Jonathan Meyers;1970-01-01;[248402]
2128;Ralph Nelson;1970-01-01;[29146]
2129;Blair Erickson;1970-01-01;[207769]
2130;Allison Burnett;1970-01-01;[271185]
2131;Richard Schenkman;1970-01-01;[29731, 13363]
2132;Sanjay Rawal;1970-01-01;[292539]
2133;Kat Coiro;1970-01-01;[91070]
2134;Cristian Mungiu;1970-01-01;[2009]
2135;Manuel Marn;1970-01-01;[323270]
2136;Maryam Keshavarz;1970-01-01;[60421]
2137;Ramaa Mosley;1970-01-01;[127867]
2138;Norman Wright;1970-01-01;[3170]
2139;C. Jay Cox;1970-01-01;[19844, 15708]
2140;Mariette Monpierre;1970-01-01;[146882]
2141;Tommy Oliver;1970-01-01;[215918]
2142;Jamie Travis;1970-01-01;[84200]
2143;Rich Christiano;1970-01-01;[45767]
2144;Natalie Bible';1970-01-01;[343409]
2145;Asghar Farhadi;1970-01-01;[60243]
2146;Justin Molotnikov;1970-01-01;[57294]
2147;G.W. Pabst;1970-01-01;[905]
2148;Jorge Gaggero;1970-01-01;[78705]
2149;Michael Burke;1970-01-01;[26899]
2150;Catherine Jelski;1970-01-01;[146269]
2151;Shane Dawson;1988-07-19;[292483]
2152;Ryan Little;1970-01-01;[10105]
2153;Clark Baker;1970-01-01;[211557]
2154;Matt Maiellaro;1970-01-01;[13158]
2155;Ben Wheatley;1970-01-01;[42151, 74725]
2156;Olly Blackburn;1970-01-01;[13429]
2157;Christopher Hutson;1970-01-01;[22530]
2158;David LaChapelle;1963-03-11;[2287]
2159;Caryn Waechter;1970-01-01;[206197]
2160;Emily Dell;1970-01-01;[26837]
2161;Ryan Fleck;1970-01-01;[7859]
2162;Jennifer Wynne Farmer;1970-01-01;[302579]
2163;Christopher Scott Cherot;1970-01-01;[51955]
2164;H.M. Coakley;1970-01-01;[376004]
2165;Randy Moore;1970-01-01;[158752]
2166;Chris Atkins;1970-01-01;[40658]
2167;Bill Benenson;1970-01-01;[296943]
2168;Ryan Smith;1970-01-01;[118612]
2169;Travis Romero;1970-01-01;[138976]
2170;Anna Mastro;1970-01-01;[323967]
2171;Mark Sandrich;1970-01-01;[3080]
2172;Eduardo Snchez;1967-12-20;[2667]
2173;Michael Wadleigh;1970-01-01;[9459]
2174;Gene Teigland;1970-01-01;[181940]
2175;Scott Ziehl;1970-01-01;[125263]
2176;Richard Montoya;1970-01-01;[263503]
2177;Johanna Schwartz;1970-01-01;[324322]
2178;Thomas Lilti;1970-01-01;[375950]
2179;Michael Walker;1970-01-01;[278348]
2180;U. Roberto Romano;1970-01-01;[70875]
2181;Amy Holden Jones;1970-01-01;[75986]
2182;Bla Zavrnik;1970-01-01;[385636]
2183;Pan Nalin;1970-01-01;[73981, 211086]
2184;Joe Camp;1970-11-29;[23069]
2185;Chris Kentis;1970-01-01;[83]
2186;Matt Walsh;1964-10-13;[89857]
2187;John 'Bud' Cardos;1970-01-01;[30315]
2188;Marilyn Agrelo;1970-01-01;[14358]
2189;Brian Baugh;1970-01-01;[41144]
2190;Patrick Creadon;1970-01-01;[35199]
2191;Barry W. Blaustein;1970-01-01;[14271]
2192;Kurt Hale;1970-01-01;[36825, 16653]
2193;Siddiq Barmak;1970-01-01;[14757]
2194;Joseph Dorman;1970-01-01;[84401]
2195;Greg Harrison;1970-01-01;[23655, 1424]
2196;Jacob Aaron Estes;1970-01-01;[12281]
2197;Eric Schaeffer;1970-01-01;[96238]
2198;Neema Barnette;1970-01-01;[30246]
2199;Joe Swanberg;1981-08-31;[172533, 244534]
2200;Molly Bernstein;1970-01-01;[180383]
2201;Marius Markevicius;1970-01-01;[84318]
2202;Tom DiCillo;1970-01-01;[45145]
2203;Quentin Dupieux;1970-01-01;[45649]
2204;Andrew J. Smith;1970-01-01;[21801]
2205;Gareth Edwards;1970-01-01;[43933]
2206;Jonathan Parker;1970-01-01;[73511]
2207;Sol Tryon;1970-01-01;[43653]
2208;Alex Craig Mann;1970-01-01;[139715]
2209;Stephen Kijak;1970-01-01;[30867]
2210;William Gazecki;1970-01-01;[294550]
2211;Aaron T. Wells;1970-01-01;[117942]
2212;Georgia Hilton;1970-01-01;[322194]
2213;Jack Heller;1970-01-01;[98568]
2214;Fernando Baez Mella;1970-01-01;[119657]
2215;Warren Sheppard;1970-01-01;[380733]
2216;Justin Paul Miller;1970-01-01;[362765]
2217;Joel Paul Reisig;1970-01-01;[306667, 379532]
2218;Catherine Gund;1970-01-01;[253261]
2219;Hans Canosa;1970-01-01;[15624]
2220;Lloyd Kaufman;1945-12-30;[17287]
2221;Matthew Watts;1970-01-01;[198370]
2222;Lloyd Bacon;1970-01-01;[3062]
2223;Kay Pollak;1970-01-01;[464]
2224;Eric England;1970-01-01;[308467]
2225;Terry Jones;1942-02-01;[762]
2226;Sue Corcoran;1970-01-01;[281189]
2227;Jonathan Caouette;1970-01-01;[1435]
2228;Matt Jackson;1970-01-01;[189711]
2229;Lucio Fulci;1970-01-01;[19204]
2230;Paul Fox;1970-01-01;[18045]
2231;Cassandra Nicolaou;1970-01-01;[157909]
2232;Ingmar Bergman;1970-01-01;[10238]
2233;D.W. Griffith;1970-01-01;[3059]
2234;Roger Nygard;1970-01-01;[15800]
2235;Harry Beaumont;1970-01-01;[65203]
2236;Franck Khalfoun;1970-01-01;[103620]
2237;Mor Loushy;1970-01-01;[319069]
2238;Dana Adam Shapiro;1970-01-01;[14278]
2239;Sam Firstenberg;1970-01-01;[25678]
2240;Doug Block;1970-01-01;[79161]
2241;Chad Kapper;1970-01-01;[371690]
2242;Sandra Fierlinger;1970-01-01;[52032]
2243;Yorgos Lanthimos;1970-01-01;[38810]
2244;Lauren Lazin;1970-01-01;[21525]
2245;Gregory Widen;1970-01-01;[11980]
2246;Niall Johnson;1970-01-01;[162396]
2247;Eric Mendelsohn;1970-01-01;[68412]
2248;Jean-Luc Godard;1970-01-01;[2786, 40652]
2249;Florence Ayisi;1970-01-01;[87943]
2250;Michael Roemer;1970-01-01;[91721]
2251;Eddie O'Flaherty;1970-01-01;[47534]
2252;Babar Ahmed;1970-01-01;[40914]
2253;John D. Hancock;1970-01-01;[365052]
2254;Paul Bartel;1970-01-01;[13282]
2255;Bruce Dellis;1970-01-01;[250184]
2256;Pece Dingo;1970-01-01;[426067]
2257;Jerome Elston Scott;1970-01-01;[324352]
2258;tienne Faure;1970-01-01;[318040]
2259;Herb Freed;1970-01-01;[27420]
2260;Jack Perez;1970-01-01;[80468]
2261;Craig Zobel;1970-01-01;[84188]
2262;Maria Maggenti;1970-01-01;[29371]
2263;Piyush Dinker Pandya;1970-01-01;[32222]
2264;Emma-Kate Croghan;1970-01-01;[76996]
2265;Bill Plympton;1970-01-01;[51942]
2266;Drake Doremus;1970-01-01;[60420]
2267;Kurt Voss;1970-01-01;[142132]
2268;Michael Kang;1970-01-01;[20520]
2269;Michael Skolnik;1970-01-01;[78307]
2270;Stuart Hazeldine;1970-01-01;[29917]
2271;Hilary Brougher;1970-01-01;[70687]
2272;Rachel Goldenberg;1970-01-01;[60463]
2273;Corbin Bernsen;1954-09-07;[46252]
2274;Jamin Winans;1970-01-01;[24869]
2275;Tom Seidman;1970-01-01;[77934]
2276;Matt Cimber;1970-01-01;[34697]
2277;Andrew Hyatt;1970-01-01;[150211]
2278;Kristin Rizzo;1970-01-01;[274758]
2279;Zoran Lisinac;1970-01-01;[173224]
2280;James O'Brien;1970-01-01;[376010]
2281;Brenna Sanchez;1970-01-01;[139948]
2282;Jon Matthews;1970-01-01;[77332]
2283;Al Silliman Jr.;1970-01-01;[70478]
2284;Eug?ne Louri;1970-01-01;[35073]
2285;Lowell Sherman;1970-01-01;[43595]
2286;David Evans;1970-01-01;[54897]
2287;Sherman Alexie;1966-10-07;[40920]
2288;Justin Dillon;1970-01-01;[287815]
2289;Stevan Mena;1970-01-01;[54702]
2290;Taylor Scott Olson;1970-01-01;[402515]
2291;Chris Marker;1970-01-01;[126141]
2292;Carl Theodor Dreyer;1970-01-01;[48035]
2293;Marianna Palka;1970-01-01;[14758]
2294;Anne Sundberg;1970-01-01;[37985]
2295;Nadia Tass;1970-01-01;[25786]
2296;James Kerwin;1970-01-01;[36549]
2297;C. Fraser Press;1970-01-01;[361398]
2298;Daniel Garcia;1970-01-01;[289180]
2299;Sharon Greytak;1970-01-01;[288927]
2300;Majid Majidi;1970-01-01;[21334]
2301;Andrew Haigh;1970-01-01;[79120]
2302;Cary Bell;1970-01-01;[253290]
2303;Nicolae Constantin Tanase;1970-01-01;[344466]
2304;Melvin Van Peebles;1932-08-21;[5822]
2305;Ken Roht;1970-01-01;[408429]
2306;Robinson Devor;1970-01-01;[28666]
2307;Michel O. Scott;1970-01-01;[30979]
2308;Pat Holden;1970-01-01;[50497]
2309;Eric Bugbee;1970-01-01;[354624]
2310;Bill Melendez;1970-01-01;[13187]
2311;Dena Seidel;1970-01-01;[335244]
2312;Deborah Anderson;1970-01-01;[178862]
2313;Mina T. Son;1970-01-01;[331745]
2314;Sai Varadan;1970-01-01;[282128]
2315;Lynn Shelton;1970-01-01;[84355]
2316;David Hewlett;1968-04-18;[18632]
2317;Nate Parker;1979-11-18;[339408]
2318;Nathan Smith Jones;1970-01-01;[266857]
2319;Chris Lofing;1970-01-01;[299245]
2320;Robert Townsend;1957-02-06;[34101]
2321;Jamaa Fanaka;1970-01-01;[65448]
2322;Larry Blamire;1970-01-01;[18841]
2323;Stephen Langford;1970-01-01;[272726]
2324;E.L. Katz;1970-01-01;[175291]
2325;James Swirsky;1970-01-01;[80215]
2326;Dan Reed;1970-01-01;[13538]
2327;John Reinhardt;1970-01-01;[51130]
2328;Patrick Ryan Sims;1970-01-01;[270554]
2329;Lszl Benedek;1970-01-01;[72086]
2330;Jason Miller;1970-01-01;[268917]
2331;Sut Jhally;1970-01-01;[64973]
2332;Julie Davis;1970-01-01;[90414]
2333;Myles Berkowitz;1970-01-01;[111794]
2334;Brett Piper;1970-01-01;[360188]
2335;Jason Trost;1970-01-01;[86304, 85860]
2336;Joseph Green;1970-01-01;[33468]
2337;Wade Gasque;1970-01-01;[294086]
2338;Daniel Schechter;1970-01-01;[139998]
2339;Matt Johnson;1970-01-01;[159770]
2340;Bruno Barreto;1970-01-01;[42109]
2341;Lena Dunham;1986-05-13;[47607]
2342;Terron R. Parsons;1970-01-01;[193603]
2343;Daniel Mellitz;1970-01-01;[84659]
2344;Jem Cohen;1970-01-01;[322745]
2345;Andrew Leman;1970-01-01;[20981]
2346;Dave Carroll;1970-01-01;[174362]
2347;William Eubank;1970-01-01;[242095]
2348;Patrick Meaney;1970-01-01;[250902]
2349;Chad Hartigan;1970-01-01;[158895]
2350;Malcolm Goodwin;1970-01-01;[222250]
2351;Kevin Jordan;1970-01-01;[125537]
2352;Kirk Loudon;1970-01-01;[326576]
2353;Travis Legge;1970-01-01;[255266, 228550]
2354;Collin Joseph Neal;1970-01-01;[290391]
2355;Bradley Rust Gray;1970-01-01;[44770]
2356;Mike Bruce;1970-01-01;[69382]
2357;Andrew Bujalski;1970-01-01;[33693, 40769]
2358;Damir Catic;1970-01-01;[220490]
2359;James Bidgood;1970-01-01;[42497]
2360;Eric Eason;1970-01-01;[185465]
2361;Joseph Mazzella;1970-01-01;[366967]
2362;Marcus Nispel;1970-01-01;[226458]
2363;Jim Chuchu;1970-01-01;[287625]
2364;Daryl Wein;1970-01-01;[44990]
2365;Jafar Panahi;1970-01-01;[13898]
2366;Ivan Kavanagh;1970-01-01;[157185]
2367;Kiyoshi Kurosawa;1970-01-01;[36095]
2368;Tadeo Garcia;1970-01-01;[182291]
2369;Thomas L. Phillips;1970-01-01;[286939]
2370;Ash Baron-Cohen;1970-01-01;[124606]
2371;Shane Carruth;1970-01-01;[14337]
2372;Ian Gamazon;1970-01-01;[67238]
2373;Scott Smith;1970-01-01;[]
2374;Daniel Hsia;1970-01-01;[]
2375;Brett Winn;1970-01-01;[]
